		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000101101  247  232  247  242  240  263  251  237  3.490788 0.899903 SUCCESS  21
000101111  260  255  235  259  247  265  248  225  5.352994 0.719267 SUCCESS  22
000110011  222  249  241  263  244  236  248  246  5.318214 0.723086 SUCCESS  23
000110101  241  266  233  244  224  244  246  265  6.677083 0.571839 SUCCESS  24
000110111  224  253  238  266  259  250  271  240  7.062634 0.529890 SUCCESS  25
000111001  246  271  235  242  258  241  256  289 10.133212 0.255800 SUCCESS  26
000111011  273  262  258  220  270  239  228  260 11.345980 0.182855 SUCCESS  27
000111101  298  248  270  239  262  279  277  260 19.227030 0.013692 SUCCESS  28
000111111  240  251  252  285  256  232  256  238  7.738190 0.459453 SUCCESS  29
001000011  261  248  252  265  253  281  261  267  7.185592 0.516748 SUCCESS  30
001000101  250  261  230  247  240  253  235  230  5.222667 0.733534 SUCCESS  31
001000111  243  255  254  254  249  250  248  229  2.281511 0.971142 SUCCESS  32
001001011  280  242  254  246  251  238  259  232  6.396646 0.602893 SUCCESS  33
001001101  260  254  228  239  276  255  255  252  6.005794 0.646583 SUCCESS  34
001001111  235  253  310  223  274  258  221  271 26.836695 0.000754 FAILURE  35
001010011  227  253  252  238  260  242  282  254  7.820679 0.451180 SUCCESS  36
001010101  261  249  221  249  261  232  278  269 10.569446 0.227308 SUCCESS  37
001010111  272  253  247  284  231  237  236  238 10.459030 0.234274 SUCCESS  38
001011011  241  236  289  269  229  267  232  218 17.527604 0.025061 SUCCESS  39
001011101  273  256  289  257  272  248  246  239 11.429503 0.178530 SUCCESS  40
001011111  240  271  241  227  250  237  243  224  8.452275 0.390582 SUCCESS  41
001100101  243  267  241  250  239  259  246  239  3.134069 0.925664 SUCCESS  42
001100111  229  230  253  258  254  237  247  246  4.644469 0.794812 SUCCESS  43
001101011  243  269  229  253  244  243  252  267  5.122077 0.744452 SUCCESS  44
001101101  263  252  269  241  240  244  222  274  8.734651 0.365173 SUCCESS  45
001101111  222  259  238  275  268  223  244  259 11.599653 0.169980 SUCCESS  46
001110101  246  245  241  238  264  258  256  252  2.341762 0.968702 SUCCESS  47
001110111  276  261  250  235  247  225  217  240 11.764501 0.162025 SUCCESS  48
001111011  246  229  264  241  248  301  262  267 15.613681 0.048255 SUCCESS  49
001111101  221  251  245  236  285  264  258  269 12.039378 0.149456 SUCCESS  50
001111111  242  249  242  254  246  234  256  255  1.974828 0.981774 SUCCESS  51
010000011  247  255  256  259  237  234  244  250  2.529754 0.960329 SUCCESS  52
010000111  268  254  251  290  256  258  285  283 18.037018 0.020951 SUCCESS  53
010001011  259  264  242  248  240  248  225  235  5.369414 0.717461 SUCCESS  54
010001111  252  241  248  240  245  254  253  225  3.569269 0.893748 SUCCESS  55
010010011  237  240  230  278  265  255  252  252  7.080218 0.528003 SUCCESS  56
010010111  255  241  249  228  248  232  254  246  3.928574 0.863510 SUCCESS  57
010011011  249  253  235  238  255  251  232  261  3.513414 0.898146 SUCCESS  58
010011111  231  266  306  220  284  234  223  267 29.309034 0.000280 FAILURE  59
010100011  275  265  235  243  263  234  249  252  6.431556 0.599009 SUCCESS  60
010100111  227  253  272  253  259  259  267  266  7.198004 0.515428 SUCCESS  61
010101011  279  241  245  237  263  231  287  245 12.581244 0.127093 SUCCESS  62
010101111  277  250  272  260  235  221  265  239 11.276808 0.186503 SUCCESS  63
010110011  260  260  226  230  252  247  238  255  5.614424 0.690332 SUCCESS  64
010110111  234  243  236  254  245  241  235  226  5.880509 0.660615 SUCCESS  65
010111011  287  270  255  245  266  243  242  242  9.323838 0.315718 SUCCESS  66
010111111  270  244  249  236  256  239  245  249  3.374554 0.908705 SUCCESS  67
011000111  260  230  248  254  278  254  259  245  5.903523 0.658038 SUCCESS  68
011001111  219  238  265  248  216  258  260  245 11.077438 0.197350 SUCCESS  69
011010111  227  251  246  231  231  259  241  247  5.945026 0.653390 SUCCESS  70
011011111  249  247  259  280  281  231  247  252  9.629487 0.292000 SUCCESS  71
011101111  289  280  252  248  241  205  245  249 18.871733 0.015561 SUCCESS  72
011111111  267  257  222  264  258  228  258  251  7.989923 0.434455 SUCCESS  73
100000000  257  247  242  249  273  276  242  264  6.576622 0.582922 SUCCESS  74
100010000  243  264  261  252  266  260  258  246  3.341196 0.911159 SUCCESS  75
100100000  256  273  240  258  230  232  248  253  6.064105 0.640051 SUCCESS  76
100101000  236  250  227  272  251  236  260  246  6.294246 0.614309 SUCCESS  77
100110000  250  259  225  249  255  253  242  258  3.594222 0.891755 SUCCESS  78
100111000  237  242  247  269  247  270  263  251  4.893745 0.768870 SUCCESS  79
101000000  263  267  247  230  265  256  242  244  5.082513 0.748722 SUCCESS  80
101000100  239  244  260  256  236  261  244  252  2.688267 0.952373 SUCCESS  81
101001000  266  245  252  254  237  261  240  222  6.099661 0.636069 SUCCESS  82
101001100  232  242  235  236  261  258  251  253  4.149794 0.843362 SUCCESS  83
101010000  257  251  261  287  248  241  244  238  7.471459 0.486721 SUCCESS  84
101010100  239  242  239  251  258  263  239  270  4.389891 0.820345 SUCCESS  85
101011000  271  224  231  245  252  286  259  238 12.528752 0.129125 SUCCESS  86
101011100  250  256  238  265  243  255  263  246  2.749293 0.949093 SUCCESS  87
101100000  264  245  249  246  250  250  253  245  1.125632 0.997323 SUCCESS  88
101100100  253  245  251  222  264  239  229  243  6.720396 0.567078 SUCCESS  89
101101000  267  243  235  254  249  276  260  229  7.436549 0.490346 SUCCESS  90
101101100  233  248  310  233  245  269  222  245 22.247313 0.004478 FAILURE  91
101110000  254  236  251  250  264  234  245  254  2.919442 0.939311 SUCCESS  92
101110100  246  239  268  265  235  237  230  238  6.713673 0.567817 SUCCESS  93
101111000  244  241  231  257  269  253  252  256  3.877115 0.868037 SUCCESS  94
101111100  237  274  264  254  241  231  266  247  6.886408 0.548937 SUCCESS  95
110000000  255  231  277  252  258  262  233  289 12.986319 0.112321 SUCCESS  96
110000010  233  233  247  247  235  253  271  246  5.320283 0.722859 SUCCESS  97
110000100  252  287  246  258  255  255  251  254  6.296315 0.614078 SUCCESS  98
110001000  248  294  236  246  261  256  288  241 15.871749 0.044253 SUCCESS  99
110001010  262  246  244  245  265  238  241  261  3.277067 0.915787 SUCCESS 100
110010000  262  269  253  259  242  253  256  277  5.938044 0.654172 SUCCESS 101
110010010  248  240  276  262  264  252  236  233  6.658465 0.573889 SUCCESS 102
110010100  235  263  243  261  242  244  254  247  2.849236 0.943459 SUCCESS 103
110011000  257  259  268  251  267  256  255  254  3.405455 0.906402 SUCCESS 104
110011010  216  270  225  232  268  244  274  256 14.383717 0.072296 SUCCESS 105
110100000  252  262  227  229  263  251  252  266  6.404921 0.601972 SUCCESS 106
110100010  265  248  260  260  263  258  256  238  3.489883 0.899973 SUCCESS 107
110100100  257  234  234  270  258  242  273  252  6.713414 0.567845 SUCCESS 108
110101000  263  232  250  275  258  221  228  227 12.555127 0.128101 SUCCESS 109
110101010  257  234  263  239  260  262  248  246  3.555176 0.894866 SUCCESS 110
110101100  268  244  237  239  255  237  270  251  5.151168 0.741304 SUCCESS 111
110110000  251  245  271  223  240  254  241  273  7.951782 0.438194 SUCCESS 112
110110010  248  260  240  214  255  229  246  249  8.196792 0.414487 SUCCESS 113
110110100  264  240  218  261  260  245  231  227 10.154416 0.254355 SUCCESS 114
110111000  246  266  248  244  260  246  249  241  2.110069 0.977450 SUCCESS 115
110111010  227  243  248  268  234  233  211  241 12.619127 0.125644 SUCCESS 116
110111100  226  261  249  248  257  246  260  264  4.399459 0.819406 SUCCESS 117
111000000  263  237  286  264  249  265  234  268 10.914659 0.206582 SUCCESS 118
111000010  297  271  246  251  244  254  233  239 12.950376 0.113568 SUCCESS 119
111000100  222  273  250  248  260  231  270  251  9.015992 0.340949 SUCCESS 120
111000110  242  258  247  265  240  271  275  226  8.708145 0.367511 SUCCESS 121
111001000  255  271  268  254  233  235  263  274  8.550537 0.381617 SUCCESS 122
111001010  249  254  255  286  277  265  265  263 11.127733 0.194566 SUCCESS 123
111001100  240  272  261  252  252  251  225  279  9.023620 0.340307 SUCCESS 124
111010000  247  265  221  262  251  254  237  264  6.624073 0.577681 SUCCESS 125
111010010  257  231  246  262  263  225  263  248  6.358505 0.607141 SUCCESS 126
111010100  272  224  264  262  238  241  231  222 11.868323 0.157176 SUCCESS 127
111010110  236  248  236  233  249  252  266  241  4.244048 0.834461 SUCCESS 128
111011000  259  250  240  238  264  259  260  279  6.390311 0.603598 SUCCESS 129
111011010  248  239  224  243  260  262  244  240  5.083806 0.748582 SUCCESS 130
111011100  235  232  281  258  249  251  238  238  7.709745 0.462324 SUCCESS 131
111100000  251  216  248  247  230  264  250  265  8.233770 0.410975 SUCCESS 132
111100010  234  276  232  244  272  231  256  255  9.093956 0.334432 SUCCESS 133
111100100  248  262  289  264  236  236  262  238 10.534149 0.229517 SUCCESS 134
111100110  230  254  238  220  251  245  237  272  8.842998 0.355713 SUCCESS 135
111101000  264  296  259  227  260  243  256  264 13.674675 0.090649 SUCCESS 136
111101010  283  217  277  264  244  257  224  209 22.938513 0.003444 FAILURE 137
111101100  274  241  253  202  249  263  272  291 21.954594 0.005001 FAILURE 138
111101110  214  229  272  286  230  258  229  252 18.308145 0.019031 SUCCESS 139
111110000  257  254  247  251  236  249  248  251  1.145156 0.997155 SUCCESS 140
111110010  246  271  281  288  267  233  252  229 16.082368 0.041216 SUCCESS 141
111110100  228  266  256  238  264  234  267  235  7.801543 0.453092 SUCCESS 142
111110110  244  237  228  223  240  234  257  285 12.604000 0.126221 SUCCESS 143
111111000  254  254  235  235  263  253  226  233  6.303426 0.613284 SUCCESS 144
111111010  266  254  265  240  253  248  241  212  8.830586 0.356789 SUCCESS 145
111111100  238  262  229  252  280  215  242  257 12.288913 0.138771 SUCCESS 146
111111110  267  257  222  264  258  228  258  251  7.989923 0.434455 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  253  256  253  229  250  239  238  247  3.177123 0.922755 SUCCESS   0
000000011  257  266  255  242  237  240  263  271  5.270893 0.728269 SUCCESS   1
000000101  222  215  247  252  263  227  241  267 12.775960 0.119794 SUCCESS   2
000000111  265  277  259  226  257  223  244  272 12.038602 0.149490 SUCCESS   3
000001001  281  246  237  255  245  258  237  256  6.063200 0.640153 SUCCESS   4
000001011  220  223  251  246  255  249  260  255  7.429568 0.491072 SUCCESS   5
000001101  263  247  247  263  248  262  247  253  2.163596 0.975581 SUCCESS   6
000001111  267  266  263  248  228  225  237  267  9.454036 0.305452 SUCCESS   7
000010001  237  247  253  272  251  237  225  258  6.327604 0.610587 SUCCESS   8
000010011  290  245  273  229  262  256  242  245 11.854877 0.157797 SUCCESS   9
000010101  251  253  247  248  261  239  251  252  1.117358 0.997393 SUCCESS  10
000010111  229  230  251  239  267  222  240  256  8.977851 0.344168 SUCCESS  11
000011001  237  251  232  275  236  255  258  264  6.620840 0.578037 SUCCESS  12
000011011  250  277  263  252  250  260  234  245  5.312267 0.723739 SUCCESS  13
000011101  256  293  254  230  232  241  262  258 12.059677 0.148561 SUCCESS  14
000011111  256  257  253  235  234  235  252  243  3.524663 0.897267 SUCCESS  15
000100011  240  245  257  279  246  250  232  249  5.610028 0.690822 SUCCESS  16
000100101  262  239  243  254  222  215  252  249  9.689737 0.287481 SUCCESS  17
000100111  286  239  268  244  245  254  236  239  8.834723 0.356430 SUCCESS  18
000101001  260  272  277  262  257  269  270  260  9.809592 0.278645 SUCCESS  19
000101011  254  245  240  243  265  233  240  258  3.588404 0.892221 SUCCESS  20
000101101  242  243  220  231  229  276  289  272 18.601899 0.017140 SUCCESS  21
000101111  241  275  251  233  250  256  218  269  9.999135 0.265087 SUCCESS  22
000110011  242  249  235  250  231  254  256  255  3.008396 0.933830 SUCCESS  23
000110101  271  208  276  273  211  222  260  259 24.391378 0.001970 FAILURE  24
000110111  259  245  241  231  241  262  234  236  5.061697 0.750962 SUCCESS  25
000111001  252  254  231  230  254  258  261  276  6.861842 0.551610 SUCCESS  26
000111011  268  268  265  238  268  260  258  247  6.273301 0.616647 SUCCESS  27
000111101  262  266  269  295  230  250  243  245 13.495604 0.095897 SUCCESS  28
000111111  254  261  236  251  247  239  242  253  2.219580 0.973529 SUCCESS  29
001000011  249  269  258  256  240  255  255  258  2.802044 0.946159 SUCCESS  30
001000101  243  259  272  291  269  256  241  256 11.633139 0.168338 SUCCESS  31
001000111  240  264  248  271  242  270  247  230  6.679281 0.571598 SUCCESS  32
001001011  251  249  238  235  232  227  255  251  5.163709 0.739944 SUCCESS  33
001001101  239  263  260  243  264  260  231  227  6.721560 0.566951 SUCCESS  34
001001111  274  239  255  239  257  266  234  249  5.814699 0.667979 SUCCESS  35
001010011  256  247  269  266  253  266  271  281  9.650044 0.290452 SUCCESS  36
001010101  250  250  239  259  229  213  270  237 10.671717 0.221003 SUCCESS  37
001010111  253  244  262  234  239  219  252  260  6.743281 0.564567 SUCCESS  38
001011011  243  239  225  236  248  278  259  279 11.175960 0.191927 SUCCESS  39
001011101  230  232  243  269  267  216  279  235 15.076986 0.057666 SUCCESS  40
001011111  256  261  275  248  255  261  236  234  5.729495 0.677503 SUCCESS  41
001100101  237  253  253  240  247  251  263  239  2.426448 0.965073 SUCCESS  42
001100111  249  227  243  267  255  261  225  259  7.114481 0.524333 SUCCESS  43
001101011  274  235  263  260  218  258  237  275 12.216121 0.141818 SUCCESS  44
001101101  267  253  234  236  276  249  249  267  7.107887 0.525039 SUCCESS  45
001101111  273  247  282  239  272  275  237  240 12.672913 0.123610 SUCCESS  46
001110101  242  265  256  255  258  262  255  247  2.454505 0.963819 SUCCESS  47
001110111  279  272  280  243  257  266  228  242 12.946238 0.113713 SUCCESS  48
001111011  276  261  277  264  255  266  257  245  8.606392 0.376580 SUCCESS  49
001111101  267  228  243  249  266  239  231  241  6.788921 0.559568 SUCCESS  50
001111111  267  247  232  243  231  286  243  271 11.661713 0.166948 SUCCESS  51
010000011  254  256  251  261  217  278  259  256  8.957422 0.345901 SUCCESS  52
010000111  237  283  228  261  246  247  262  272 10.414295 0.237143 SUCCESS  53
010001011  237  247  242  274  247  260  237  262  5.131127 0.743474 SUCCESS  54
010001111  248  241  224  274  252  257  233  206 14.948210 0.060160 SUCCESS  55
010010011  225  215  297  268  273  242  259  241 21.260420 0.006487 FAILURE  56
010010111  250  241  231  261  242  228  273  243  6.984024 0.538357 SUCCESS  57
010011011  255  245  276  232  254  259  261  234  6.307434 0.612837 SUCCESS  58
010011111  251  255  246  237  247  266  233  241  3.497123 0.899413 SUCCESS  59
010100011  282  229  237  254  256  264  232  271 10.954869 0.204270 SUCCESS  60
010100111  239  241  269  254  260  261  274  253  5.736865 0.676680 SUCCESS  61
010101011  273  238  246  255  231  205  287  247 18.524840 0.017618 SUCCESS  62
010101111  232  230  254  249  222  196  241  269 20.188970 0.009644 FAILURE  63
010110011  271  294  244  255  259  256  224  255 13.478796 0.096403 SUCCESS  64
010110111  247  248  209  223  229  268  245  255 13.386998 0.099210 SUCCESS  65
010111011  247  228  261  232  267  213  269  239 12.729156 0.121515 SUCCESS  66
010111111  229  252  254  247  252  243  240  251  2.577592 0.958014 SUCCESS  67
011000111  270  273  250  231  256  243  236  272  8.506319 0.385635 SUCCESS  68
011001111  260  254  247  273  248  266  239  260  4.702004 0.788900 SUCCESS  69
011010111  255  214  243  251  234  243  263  275 10.216477 0.250160 SUCCESS  70
011011111  255  223  235  231  256  253  230  247  7.413406 0.492755 SUCCESS  71
011101111  250  256  257  218  254  248  244  262  5.414408 0.712503 SUCCESS  72
011111111  246  245  231  248  244  310  223  263 20.439927 0.008794 FAILURE  73
100000000  253  256  253  229  250  239  238  247  3.177123 0.922755 SUCCESS  74
100010000  238  265  235  252  254  244  242  250  2.951507 0.937364 SUCCESS  75
100100000  293  264  262  240  249  243  244  280 13.559604 0.093991 SUCCESS  76
100101000  251  240  243  239  239  252  261  237  2.833333 0.944377 SUCCESS  77
100110000  256  262  253  254  272  254  252  259  3.276549 0.915823 SUCCESS  78
100111000  225  245  280  266  275  218  244  270 16.101503 0.040950 SUCCESS  79
101000000  259  245  245  265  240  232  274  268  6.954416 0.541559 SUCCESS  80
101000100  258  255  231  249  239  250  250  231  3.855394 0.869929 SUCCESS  81
101001000  263  258  251  257  260  279  244  243  5.422941 0.711562 SUCCESS  82
101001100  255  290  262  260  254  248  254  242  8.154901 0.418487 SUCCESS  83
101010000  270  264  235  252  206  241  251  273 13.950198 0.083073 SUCCESS  84
101010100  233  235  224  246  251  229  247  231  8.335782 0.401376 SUCCESS  85
101011000  255  240  249  278  255  245  268  232  6.655749 0.574188 SUCCESS  86
101011100  273  250  230  246  253  226  242  265  7.523952 0.481295 SUCCESS  87
101100000  250  247  241  252  237  239  254  260  2.066109 0.978918 SUCCESS  88
101100100  239  249  237  248  237  262  251  226  4.896202 0.768610 SUCCESS  89
101101000  239  245  252  244  232  245  251  227  4.397907 0.819558 SUCCESS  90
101101100  245  248  259  257  241  256  267  282  6.581406 0.582393 SUCCESS  91
101110000  240  257  262  238  241  261  237  270  4.998731 0.757712 SUCCESS  92
101110100  274  250  246  257  242  233  254  246  4.245212 0.834350 SUCCESS  93
101111000  262  216  240  241  278  240  264  271 12.421956 0.133347 SUCCESS  94
101111100  255  237  275  250  240  235  239  233  6.424832 0.599757 SUCCESS  95
110000000  237  249  259  240  244  243  237  266  3.559055 0.894558 SUCCESS  96
110000010  260  254  248  260  261  250  273  249  3.610772 0.890425 SUCCESS  97
110000100  255  258  274  263  254  251  246  275  6.182796 0.626764 SUCCESS  98
110001000  228  253  264  258  268  246  229  258  6.612048 0.579008 SUCCESS  99
110001010  264  257  236  243  239  243  271  246  4.621325 0.797176 SUCCESS 100
110010000  265  257  248  232  234  266  246  274  7.061212 0.530043 SUCCESS 101
110010010  227  214  263  270  226  233  255  236 14.388242 0.072191 SUCCESS 102
110010100  235  239  249  249  234  238  249  275  5.680622 0.682957 SUCCESS 103
110011000  259  261  271  259  263  263  251  258  4.673818 0.791802 SUCCESS 104
110011010  255  262  249  238  251  229  231  248  4.633220 0.795962 SUCCESS 105
110100000  241  249  236  276  226  250  243  246  6.594853 0.580907 SUCCESS 106
110100010  275  255  235  250  233  277  244  250  7.983459 0.435088 SUCCESS 107
110100100  253  255  258  281  244  254  281  261  9.084517 0.335216 SUCCESS 108
110101000  257  246  240  254  219  259  259  269  6.889123 0.548641 SUCCESS 109
110101010  256  223  231  242  253  221  264  241  9.577382 0.295949 SUCCESS 110
110101100  249  271  247  267  259  242  247  264  4.515693 0.807861 SUCCESS 111
110110000  230  253  249  238  249  245  280  267  7.320444 0.502487 SUCCESS 112
110110010  278  246  244  237  244  250  232  222  8.885147 0.352077 SUCCESS 113
110110100  247  271  256  264  265  227  254  226  8.391895 0.396154 SUCCESS 114
110111000  242  275  239  232  238  258  250  244  5.698465 0.680966 SUCCESS 115
110111010  266  246  244  241  251  245  248  231  3.223539 0.919556 SUCCESS 116
110111100  274  258  252  256  263  245  246  250  3.687960 0.884123 SUCCESS 117
111000000  231  239  260  249  248  244  243  259  3.111960 0.927136 SUCCESS 118
111000010  247  263  261  248  276  254  227  277  9.328364 0.315357 SUCCESS 119
111000100  245  258  284  259  274  248  240  264  9.119814 0.332290 SUCCESS 120
111000110  265  239  227  258  258  237  238  259  5.777463 0.672143 SUCCESS 121
111001000  243  251  238  229  245  257  260  251  3.347919 0.910667 SUCCESS 122
111001010  248  263  236  232  228  233  250  251  6.061907 0.640297 SUCCESS 123
111001100  266  253  232  248  255  258  232  260  4.576461 0.801736 SUCCESS 124
111010000  250  246  242  257  225  235  230  268  7.039879 0.532336 SUCCESS 125
111010010  264  232  264  259  225  228  265  272 10.820404 0.212084 SUCCESS 126
111010100  254  249  247  247  245  277  258  245  3.635467 0.888426 SUCCESS 127
111010110  220  238  253  273  255  245  262  233  8.540970 0.382484 SUCCESS 128
111011000  262  262  228  227  254  235  257  260  6.994368 0.537240 SUCCESS 129
111011010  239  256  253  250  233  262  239  243  3.178416 0.922667 SUCCESS 130
111011100  245  267  269  262  241  253  260  233  5.374198 0.716934 SUCCESS 131
111100000  226  242  256  237  254  253  267  238  5.387515 0.715468 SUCCESS 132
111100010  249  238  280  250  271  241  269  231  9.474206 0.303883 SUCCESS 133
111100100  254  269  251  235  223  240  254  241  6.321786 0.611236 SUCCESS 134
111100110  267  265  240  228  252  255  207  242 12.571935 0.127451 SUCCESS 135
111101000  243  238  232  263  239  286  219  247 12.709891 0.122229 SUCCESS 136
111101010  248  226  232  237  240  258  245  259  5.549390 0.697562 SUCCESS 137
111101100  270  252  258  250  250  224  249  252  4.754497 0.783465 SUCCESS 138
111101110  245  277  280  244  256  254  258  249  7.484388 0.485382 SUCCESS 139
111110000  247  266  264  267  247  259  234  243  4.740792 0.784887 SUCCESS 140
111110010  252  260  261  245  250  241  244  260  1.933842 0.982973 SUCCESS 141
111110100  259  235  227  236  253  284  239  266 10.645341 0.222615 SUCCESS 142
111110110  258  237  248  235  273  232  260  260  6.268517 0.617182 SUCCESS 143
111111000  254  275  264  254  260  260  238  258  5.225382 0.733238 SUCCESS 144
111111010  245  243  226  226  251  280  233  253 10.027580 0.263096 SUCCESS 145
111111100  261  270  258  249  241  272  236  264  6.390570 0.603570 SUCCESS 146
111111110  246  245  231  248  244  310  223  263 20.439927 0.008794 FAILURE 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  243  240  259  269  229  259  255  252  4.725665 0.786455 SUCCESS   0
000000011  245  247  243  276  240  223  253  248  6.620711 0.578052 SUCCESS   1
000000101  239  222  269  252  268  264  247  234  8.501665 0.386060 SUCCESS   2
000000111  248  245  233  269  229  245  243  243  5.136945 0.742844 SUCCESS   3
000001001  263  255  274  242  241  261  276  250  7.091208 0.526825 SUCCESS   4
000001011  236  250  261  208  249  274  232  250 12.332485 0.136974 SUCCESS   5
000001101  263  237  234  265  246  249  267  250  4.655976 0.793633 SUCCESS   6
000001111  254  257  227  245  222  227  260  250  8.399653 0.395436 SUCCESS   7
000010001  274  244  251  264  273  251  273  274 10.125196 0.256349 SUCCESS   8
000010011  249  254  275  261  238  247  254  258  4.125487 0.845628 SUCCESS   9
000010101  264  261  257  257  259  239  262  231  4.646020 0.794653 SUCCESS  10
000010111  224  250  273  239  254  255  238  258  6.515208 0.589721 SUCCESS  11
000011001  246  246  255  249  254  239  255  274  3.295685 0.914456 SUCCESS  12
000011011  243  267  195  260  248  254  260  242 15.085002 0.057514 SUCCESS  13
000011101  260  249  248  255  267  263  251  252  2.459289 0.963602 SUCCESS  14
000011111  254  256  235  254  226  236  263  253  5.139790 0.742536 SUCCESS  15
000100011  262  246  245  266  265  253  234  259  4.190909 0.839501 SUCCESS  16
000100101  249  281  239  245  242  250  272  263  7.556016 0.477994 SUCCESS  17
000100111  251  238  275  247  251  269  270  264  7.195030 0.515744 SUCCESS  18
000101001  243  250  277  265  240  246  272  253  6.675402 0.572024 SUCCESS  19
000101011  247  283  251  253  248  232  250  245  6.045875 0.642093 SUCCESS  20
000101101  254  266  253  227  237  255  244  263  5.001964 0.757366 SUCCESS  21
000101111  230  259  251  217  246  251  241  239  7.397374 0.494427 SUCCESS  22
000110011  222  268  238  263  272  240  264  270 10.766101 0.215308 SUCCESS  23
000110101  255  226  278  244  267  267  253  235  9.241996 0.322295 SUCCESS  24
000110111  243  261  233  298  254  267  242  245 13.067257 0.109556 SUCCESS  25
000111001  256  259  245  259  272  257  243  255  3.439976 0.903798 SUCCESS  26
000111011  282  257  255  270  262  243  239  235  8.433398 0.392319 SUCCESS  27
000111101  259  236  249  243  259  252  212  225 10.256428 0.247487 SUCCESS  28
000111111  266  247  228  242  262  257  241  244  4.644598 0.794798 SUCCESS  29
001000011  247  235  254  252  273  251  253  258  3.548711 0.895376 SUCCESS  30
001000101  259  244  270  259  255  249  281  259  6.902699 0.547166 SUCCESS  31
001000111  251  226  255  253  238  276  225  251  8.507354 0.385541 SUCCESS  32
001001011  274  275  237  243  246  254  265  237  7.637471 0.469659 SUCCESS  33
001001101  273  233  257  215  234  232  234  247 12.141778 0.144989 SUCCESS  34
001001111  241  240  269  246  235  249  249  242  3.508889 0.898499 SUCCESS  35
001010011  238  259  264  269  237  242  247  241  4.571418 0.802246 SUCCESS  36
001010101  253  265  222  242  251  246  260  268  6.302133 0.613428 SUCCESS  37
001010111  257  286  235  257  259  221  238  244 11.257414 0.187536 SUCCESS  38
001011011  259  267  218  235  236  256  241  266  9.049737 0.338118 SUCCESS  39
001011101  246  254  252  265  261  265  259  248  2.869535 0.942276 SUCCESS  40
001011111  249  255  263  210  261  274  234  239 11.868194 0.157182 SUCCESS  41
001100101  265  225  273  265  262  235  232  249  9.508469 0.301232 SUCCESS  42
001100111  216  255  237  243  273  264  271  287 16.282384 0.038512 SUCCESS  43
001101011  285  241  284  219  249  262  252  223 17.796792 0.022803 SUCCESS  44
001101101  207  257  223  200  232  252  277  281 29.552364 0.000254 FAILURE  45
001101111  250  259  242  311  259  254  246  240 16.884242 0.031337 SUCCESS  46
001110101  224  266  236  241  259  262  221  235 10.336202 0.242217 SUCCESS  47
001110111  275  248  246  237  238  275  240  237  7.661907 0.467173 SUCCESS  48
001111011  243  226  246  241  275  264  212  245 12.455572 0.132005 SUCCESS  49
001111101  223  214  249  270  252  245  259  254 10.554190 0.228261 SUCCESS  50
001111111  280  259  231  256  254  251  250  260  6.190683 0.625882 SUCCESS  51
010000011  303  277  239  252  264  232  259  248 17.667887 0.023859 SUCCESS  52
010000111  244  223  237  250  281  259  246  246  8.306044 0.404160 SUCCESS  53
010001011  262  252  273  240  248  246  248  244  3.464671 0.901914 SUCCESS  54
010001111  238  227  248  246  269  249  230  255  6.118408 0.633970 SUCCESS  55
010010011  255  265  253  239  229  244  252  245  3.663394 0.886145 SUCCESS  56
010010111  251  237  265  239  253  245  247  248  2.327410 0.969294 SUCCESS  57
010011011  254  241  238  248  244  246  265  274  4.544137 0.805001 SUCCESS  58
010011111  256  239  255  247  241  240  236  239  2.844582 0.943729 SUCCESS  59
010100011  238  239  251  270  273  267  261  243  6.848655 0.553046 SUCCESS  60
010100111  232  262  255  252  248  241  242  245  2.773212 0.947774 SUCCESS  61
010101011  249  266  235  250  242  250  257  241  2.795580 0.946524 SUCCESS  62
010101111  240  268  222  267  261  255  246  232  8.203257 0.413872 SUCCESS  63
010110011  239  253  255  250  251  251  257  243  1.054909 0.997877 SUCCESS  64
010110111  264  263  241  216  231  249  247  254  8.224719 0.411833 SUCCESS  65
010111011  254  272  252  248  255  259  254  249  2.616251 0.956089 SUCCESS  66
010111111  265  258  272  233  246  289  240  237 11.871168 0.157045 SUCCESS  67
