		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000111001  255  240  263  248  247  224  216  256  8.992202 0.342954 SUCCESS  26
000111011  261  250  253  275  267  267  250  258  5.790392 0.670698 SUCCESS  27
000111101  265  246  238  264  254  253  263  238  3.804970 0.874277 SUCCESS  28
000111111  243  247  216  244  252  270  246  247  6.942133 0.542889 SUCCESS  29
001000011  282  235  268  241  233  253  243  255  8.383620 0.396922 SUCCESS  30
001000101  262  244  252  233  229  233  279  248  8.470764 0.388885 SUCCESS  31
001000111  230  249  240  248  266  246  254  242  3.542505 0.895866 SUCCESS  32
001001011  252  258  237  247  242  229  247  217  7.640832 0.469317 SUCCESS  33
001001101  243  254  253  235  239  269  249  236  4.043515 0.853176 SUCCESS  34
001001111  239  257  240  256  244  247  242  249  1.717794 0.988475 SUCCESS  35
001010011  244  235  251  215  241  250  277  223 12.511426 0.129802 SUCCESS  36
001010101  253  256  256  269  268  251  243  247  3.418901 0.905392 SUCCESS  37
001010111  232  285  270  234  259  243  274  268 13.392816 0.099030 SUCCESS  38
001011011  260  232  253  245  267  238  249  231  5.180905 0.738077 SUCCESS  39
001011101  249  274  242  232  269  253  242  240  6.202061 0.624609 SUCCESS  40
001011111  252  255  245  249  242  262  243  269  2.786659 0.947024 SUCCESS  41
001100101  272  235  231  250  262  263  277  264  9.556048 0.297577 SUCCESS  42
001100111  229  263  243  245  222  273  258  267  9.722836 0.285021 SUCCESS  43
001101011  252  265  251  259  248  235  237  244  3.081188 0.929160 SUCCESS  44
001101101  267  249  245  240  247  248  227  258  4.221810 0.836577 SUCCESS  45
001101111  263  244  264  250  246  272  268  268  6.418497 0.600461 SUCCESS  46
001110101  272  245  244  227  223  265  229  261 10.711410 0.218593 SUCCESS  47
001110111  274  235  259  280  263  259  257  236  9.428954 0.307411 SUCCESS  48
001111011  280  252  227  253  251  260  270  229  9.866352 0.274532 SUCCESS  49
001111101  213  250  270  260  240  249  235  260  9.492307 0.302480 SUCCESS  50
001111111  251  244  226  247  230  237  243  264  5.933778 0.654650 SUCCESS  51
010000011  255  227  264  275  281  277  257  258 13.160735 0.106438 SUCCESS  52
010000111  269  230  258  264  249  230  228  256  8.032719 0.430281 SUCCESS  53
010001011  246  259  261  235  232  242  280  240  7.574893 0.476057 SUCCESS  54
010001111  234  254  252  243  242  260  234  262  3.675677 0.885136 SUCCESS  55
010010011  259  256  245  267  266  251  252  249  2.873026 0.942071 SUCCESS  56
010010111  249  261  251  240  260  237  265  213  8.627467 0.374690 SUCCESS  57
010011011  244  247  259  242  257  279  275  265  7.993931 0.434063 SUCCESS  58
010011111  232  243  245  248  237  243  239  252  3.074465 0.929598 SUCCESS  59
010100011  234  272  257  235  225  277  246  275 12.452081 0.132144 SUCCESS  60
010100111  251  242  235  226  246  243  251  234  4.905899 0.767585 SUCCESS  61
010101011  247  245  267  267  255  247  233  244  4.018044 0.855492 SUCCESS  62
010101111  246  276  262  233  285  224  240  263 13.636404 0.091749 SUCCESS  63
010110011  229  239  244  257  219  260  263  263  8.461713 0.389715 SUCCESS  64
010110111  258  259  272  257  282  228  238  244  9.793947 0.279787 SUCCESS  65
010111011  239  273  277  256  248  233  243  244  7.420000 0.492068 SUCCESS  66
010111111  234  263  248  278  247  266  242  260  6.798489 0.558522 SUCCESS  67
011000111  249  252  233  241  243  234  254  256  3.023653 0.932864 SUCCESS  68
011001111  238  242  253  256  219  283  265  251 10.464331 0.233935 SUCCESS  69
011010111  252  258  266  261  254  251  242  260  2.595693 0.957119 SUCCESS  70
011011111  257  247  244  255  262  257  262  255  1.995127 0.981161 SUCCESS  71
011101111  272  239  267  265  249  236  237  225  8.728574 0.365708 SUCCESS  72
011111111  239  240  237  258  220  229  235  282 12.586416 0.126894 SUCCESS  73
100000000  232  225  261  255  227  243  259  255  7.354836 0.498877 SUCCESS  74
100010000  252  231  242  259  243  261  238  253  3.443725 0.903513 SUCCESS  75
100100000  254  238  262  265  252  253  241  243  2.781358 0.947320 SUCCESS  76
100101000  242  271  260  249  264  264  259  240  4.884307 0.769867 SUCCESS  77
100110000  238  251  234  245  266  239  233  231  6.003467 0.646844 SUCCESS  78
100111000  261  233  229  242  235  226  256  264  8.052630 0.428346 SUCCESS  79
101000000  238  236  256  274  234  271  222  228 12.063426 0.148396 SUCCESS  80
101000100  240  276  244  216  243  265  268  247 10.653616 0.222109 SUCCESS  81
101001000  264  236  244  267  256  247  243  228  5.355968 0.718940 SUCCESS  82
101001100  249  236  227  227  256  245  254  256  5.653471 0.685984 SUCCESS  83
101010000  261  226  239  258  266  245  261  269  6.809220 0.557349 SUCCESS  84
101010100  267  256  236  245  258  262  258  228  5.388162 0.715397 SUCCESS  85
101011000  250  264  225  254  245  240  237  250  4.674853 0.791695 SUCCESS  86
101011100  247  262  270  236  234  249  273  257  6.557228 0.585067 SUCCESS  87
101100000  241  271  226  244  209  242  274  239 14.788275 0.063395 SUCCESS  88
101100100  247  256  259  236  241  262  270  267  5.118715 0.744816 SUCCESS  89
101101000  240  233  268  260  257  258  243  229  5.856978 0.663249 SUCCESS  90
101101100  271  249  234  226  218  257  244  250  9.852776 0.275512 SUCCESS  91
101110000  257  244  279  244  237  236  237  276  8.987677 0.343337 SUCCESS  92
101110100  235  258  258  240  279  283  258  261 10.634093 0.223306 SUCCESS  93
101111000  243  245  262  261  283  238  261  240  7.422586 0.491799 SUCCESS  94
101111100  259  240  261  250  254  249  261  263  2.524453 0.960581 SUCCESS  95
110000000  261  242  270  265  233  230  272  245  8.310182 0.403772 SUCCESS  96
110000010  264  235  224  214  244  241  264  265 12.120315 0.145916 SUCCESS  97
110000100  237  251  243  241  254  246  237  228  4.067176 0.851012 SUCCESS  98
110001000  264  238  255  266  251  234  247  286  9.037196 0.339168 SUCCESS  99
110001010  236  237  238  229  255  242  267  270  7.146028 0.520963 SUCCESS 100
110010000  254  239  258  239  225  279  265  286 13.696396 0.090030 SUCCESS 101
110010010  258  251  266  271  279  229  273  235 11.584396 0.170732 SUCCESS 102
110010100  229  278  251  250  228  257  268  235  9.548549 0.298151 SUCCESS 103
110011000  228  255  241  273  277  239  268  260  9.906044 0.271682 SUCCESS 104
110011010  271  260  260  241  253  237  242  252  4.007055 0.856486 SUCCESS 105
110100000  226  229  266  278  259  268  234  233 12.440186 0.132618 SUCCESS 106
110100010  234  222  266  240  245  271  259  238  8.631475 0.374331 SUCCESS 107
110100100  260  248  244  280  282  260  246  219 13.000541 0.111831 SUCCESS 108
110101000  267  255  251  252  239  245  255  258  2.294958 0.970608 SUCCESS 109
110101010  261  245  247  243  245  258  248  225  3.811046 0.873756 SUCCESS 110
110101100  248  242  248  254  229  246  256  265  3.333180 0.911744 SUCCESS 111
110110000  237  267  242  233  209  250  228  246 12.367653 0.135538 SUCCESS 112
110110010  244  286  266  245  239  263  263  244  8.728057 0.365754 SUCCESS 113
110110100  254  251  278  243  255  243  267  230  6.676307 0.571925 SUCCESS 114
110111000  257  235  271  266  240  250  239  252  4.949600 0.762949 SUCCESS 115
110111010  239  251  276  251  274  245  260  232  7.550198 0.478593 SUCCESS 116
110111100  256  245  276  270  262  249  239  252  5.827628 0.666533 SUCCESS 117
111000000  258  241  260  261  257  242  259  259  2.656848 0.954015 SUCCESS 118
111000010  238  253  264  241  261  244  239  252  2.944784 0.937775 SUCCESS 119
111000100  243  241  252  284  240  224  259  265  9.814893 0.278259 SUCCESS 120
111000110  242  244  247  246  233  250  247  233  2.938319 0.938168 SUCCESS 121
111001000  262  243  244  256  241  246  250  262  2.094036 0.977992 SUCCESS 122
111001010  219  294  276  264  234  276  289  255 25.860016 0.001110 FAILURE 123
111001100  253  258  252  253  282  242  267  257  6.263992 0.617687 SUCCESS 124
111010000  244  251  256  256  264  245  230  254  3.086489 0.928813 SUCCESS 125
111010010  244  257  237  260  257  251  263  216  7.151588 0.520369 SUCCESS 126
111010100  281  269  236  230  228  256  241  249 10.424897 0.236460 SUCCESS 127
111010110  259  229  267  218  213  238  256  271 15.819127 0.045043 SUCCESS 128
111011000  238  283  230  228  230  255  249  251 10.520832 0.230354 SUCCESS 129
111011010  234  260  245  252  266  280  264  247  7.230069 0.512026 SUCCESS 130
111011100  251  250  252  262  258  255  254  225  3.637665 0.888247 SUCCESS 131
111100000  263  248  272  234  281  257  259  242  8.563337 0.380459 SUCCESS 132
111100010  234  244  252  269  252  233  247  251  3.969560 0.859859 SUCCESS 133
111100100  225  252  252  255  247  236  228  270  7.223475 0.512725 SUCCESS 134
111100110  258  251  224  245  268  241  250  251  4.847459 0.773749 SUCCESS 135
111101000  236  242  265  229  243  234  225  252  7.685956 0.464732 SUCCESS 136
111101010  273  246  254  233  248  252  244  248  3.715111 0.881869 SUCCESS 137
111101100  244  261  245  237  241  269  256  243  3.632105 0.888699 SUCCESS 138
111101110  256  243  265  252  263  254  252  228  4.085277 0.849349 SUCCESS 139
111110000  247  229  257  233  265  267  233  228  8.579758 0.378976 SUCCESS 140
111110010  238  247  251  259  238  253  264  256  2.565956 0.958584 SUCCESS 141
111110100  230  256  240  242  253  254  224  248  5.392428 0.714927 SUCCESS 142
111110110  252  261  259  253  235  265  257  260  3.373261 0.908800 SUCCESS 143
111111000  252  242  249  253  254  247  214  235  6.712121 0.567987 SUCCESS 144
111111010  232  250  256  260  245  257  223  269  6.718069 0.567334 SUCCESS 145
111111100  254  244  227  234  235  229  243  256  6.560073 0.584752 SUCCESS 146
111111110  239  240  237  258  220  229  235  282 12.586416 0.126894 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  255  232  219  255  245  250  248  260  6.052469 0.641355 SUCCESS   0
000000011  262  245  232  268  247  242  227  258  6.133277 0.632306 SUCCESS   1
000000101  258  256  237  245  269  259  263  245  3.851903 0.870232 SUCCESS   2
000000111  259  253  242  259  274  245  248  257  3.682917 0.884539 SUCCESS   3
000001001  259  242  267  237  244  246  243  264  3.723903 0.881135 SUCCESS   4
000001011  279  277  244  249  239  241  267  253  8.723790 0.366130 SUCCESS   5
000001101  236  265  258  252  260  263  246  270  4.863749 0.772035 SUCCESS   6
000001111  257  238  244  258  265  241  239  247  3.014731 0.933430 SUCCESS   7
000010001  244  260  277  243  233  278  245  244  8.476453 0.388364 SUCCESS   8
000010011  279  225  252  239  242  258  258  249  7.381341 0.496102 SUCCESS   9
000010101  259  241  251  240  266  238  260  234  4.214570 0.837264 SUCCESS  10
000010111  271  266  227  242  274  246  261  246  8.357632 0.399338 SUCCESS  11
000011001  248  256  233  250  282  263  250  250  6.301228 0.613529 SUCCESS  12
000011011  236  282  256  241  262  259  248  242  6.747289 0.564128 SUCCESS  13
000011101  258  250  237  261  241  250  260  220  5.934166 0.654606 SUCCESS  14
000011111  223  236  257  236  250  221  230  248  9.978966 0.266505 SUCCESS  15
000100011  236  244  251  256  227  275  255  233  7.183653 0.516954 SUCCESS  16
000100101  254  254  254  236  241  253  278  270  6.285713 0.615261 SUCCESS  17
000100111  245  264  264  251  244  248  250  242  2.160752 0.975683 SUCCESS  18
000101001  236  259  237  245  238  238  252  254  3.217721 0.919961 SUCCESS  19
000101011  238  232  251  238  252  255  235  223  6.593430 0.581064 SUCCESS  20
000101101  270  267  272  261  240  236  264  270  9.054651 0.337707 SUCCESS  21
000101111  255  252  230  252  264  261  253  236  3.951588 0.861465 SUCCESS  22
000110011  238  247  231  235  271  242  262  252  5.756388 0.674499 SUCCESS  23
000110101  220  213  232  246  267  263  232  263 14.720784 0.064808 SUCCESS  24
000110111  237  294  250  265  252  260  250  246 10.143556 0.255094 SUCCESS  25
000111001  238  266  252  245  273  246  276  248  6.848913 0.553018 SUCCESS  26
000111011  258  263  209  262  265  250  267  230 12.296800 0.138445 SUCCESS  27
000111101  247  280  261  271  269  246  225  271 12.065366 0.148311 SUCCESS  28
000111111  245  273  255  237  247  253  234  257  4.431265 0.816270 SUCCESS  29
001000011  237  222  252  238  268  238  254  220 10.272202 0.246438 SUCCESS  30
001000101  245  270  250  246  259  247  245  244  2.450109 0.964017 SUCCESS  31
001000111  270  252  235  239  235  264  234  249  5.905333 0.657835 SUCCESS  32
001001011  248  240  250  248  242  251  276  233  4.706788 0.788406 SUCCESS  33
001001101  249  238  270  246  248  230  231  269  6.977301 0.539084 SUCCESS  34
001001111  245  274  266  248  249  248  222  242  7.090691 0.526880 SUCCESS  35
001010011  234  263  240  264  241  255  259  237  4.455055 0.813913 SUCCESS  36
001010101  254  235  254  245  249  253  252  261  1.725681 0.988298 SUCCESS  37
001010111  272  232  241  235  253  252  239  239  5.659289 0.685335 SUCCESS  38
001011011  287  265  264  262  241  220  270  250 13.723030 0.089276 SUCCESS  39
001011101  273  240  243  284  264  250  244  272 10.559362 0.227937 SUCCESS  40
001011111  266  256  232  251  234  275  233  237  8.090642 0.424666 SUCCESS  41
001100101  287  271  243  232  276  250  271  259 13.999976 0.081766 SUCCESS  42
001100111  234  260  258  263  253  229  257  238  5.096218 0.747244 SUCCESS  43
001101011  217  245  267  257  252  253  234  243  7.319022 0.502636 SUCCESS  44
001101101  240  255  272  281  252  269  264  250  8.827483 0.357058 SUCCESS  45
001101111  233  264  264  242  239  237  237  252  4.993818 0.758237 SUCCESS  46
001110101  209  247  259  219  229  239  237  247 14.350230 0.073081 SUCCESS  47
001110111  263  253  229  264  240  251  255  237  4.591459 0.800215 SUCCESS  48
001111011  252  259  254  273  258  252  241  259  3.564356 0.894138 SUCCESS  49
001111101  225  232  241  240  242  231  224  260  9.630651 0.291912 SUCCESS  50
001111111  262  256  268  242  260  261  237  228  5.967911 0.650826 SUCCESS  51
010000011  240  241  238  235  264  264  259  265  5.164226 0.739888 SUCCESS  52
010000111  233  230  249  246  233  247  244  229  6.115952 0.634245 SUCCESS  53
010001011  266  255  254  257  281  245  234  263  7.276485 0.507117 SUCCESS  54
010001111  280  279  255  229  249  259  224  277 15.290190 0.053743 SUCCESS  55
010010011  244  241  225  278  202  233  242  277 20.315289 0.009207 FAILURE  56
010010111  250  240  249  278  233  245  228  244  7.107887 0.525039 SUCCESS  57
010011011  250  265  243  252  256  248  243  266  2.580566 0.957868 SUCCESS  58
010011111  243  255  273  238  274  271  222  235 11.474368 0.176242 SUCCESS  59
010100011  237  259  258  212  242  235  247  279 11.981972 0.152010 SUCCESS  60
010100111  229  258  223  251  236  282  275  234 13.800735 0.087109 SUCCESS  61
010101011  229  242  245  234  226  248  252  260  6.073673 0.638980 SUCCESS  62
010101111  256  212  246  258  260  253  257  255  7.211063 0.514041 SUCCESS  63
010110011  259  225  262  254  271  263  241  250  6.445131 0.597500 SUCCESS  64
010110111  266  249  271  270  245  242  263  240  6.029972 0.643874 SUCCESS  65
010111011  252  236  246  282  239  268  237  248  7.688283 0.464496 SUCCESS  66
010111111  245  216  250  232  242  249  236  257  7.499903 0.483777 SUCCESS  67
011000111  242  255  219  264  255  253  250  251  5.298562 0.725241 SUCCESS  68
011001111  237  259  255  249  251  234  260  228  4.617964 0.797518 SUCCESS  69
011010111  211  260  266  256  249  253  218  256 12.337786 0.136757 SUCCESS  70
011011111  229  251  248  250  223  267  241  241  6.720913 0.567021 SUCCESS  71
011101111  269  235  241  254  262  249  254  248  3.510053 0.898408 SUCCESS  72
011111111  256  261  248  242  256  287  234  253  7.845115 0.448744 SUCCESS  73
100000000  255  232  219  255  245  250  248  260  6.052469 0.641355 SUCCESS  74
100010000  266  257  226  253  225  244  248  270  8.087152 0.425004 SUCCESS  75
100100000  256  255  256  231  255  279  244  248  5.646489 0.686762 SUCCESS  76
100101000  264  254  239  236  237  248  262  272  5.504267 0.702567 SUCCESS  77
100110000  238  245  259  260  252  231  252  257  3.176735 0.922782 SUCCESS  78
100111000  252  253  234  247  256  267  291  253  9.493859 0.302360 SUCCESS  79
101000000  250  266  269  243  266  242  279  275 10.156485 0.254214 SUCCESS  80
101000100  245  246  222  244  242  257  265  251  4.961236 0.761711 SUCCESS  81
101001000  230  222  258  251  275  246  280  261 12.046877 0.149125 SUCCESS  82
101001100  248  274  282  261  227  255  258  244  9.849156 0.275773 SUCCESS  83
101010000  256  278  264  257  257  228  244  277  9.784509 0.280478 SUCCESS  84
101010100  274  242  267  250  243  227  252  242  6.515984 0.589635 SUCCESS  85
101011000  245  252  258  240  254  257  244  252  1.233204 0.996303 SUCCESS  86
101011100  250  280  258  239  241  252  204  258 13.857883 0.085546 SUCCESS  87
101100000  266  259  257  244  247  248  236  263  3.312493 0.913245 SUCCESS  88
